x	y
0.671099137980491	0.970727414940484
0.769735544687137	0.505833469564095
0.715765025350265	0.852600234793499
0.810121771646664	0.689093032502569
0.684469024068676	0.996387926395983
0.636660633841529	0.664568371023051
0.722184507991187	0.742862107581459
0.771108719520271	0.703213166911155
0.830520902061835	0.79655848944094
0.527522265561856	0.724007255514152
0.646639402257279	0.518102524336427
0.697675489471294	0.828259951085784
0.579469886142761	0.524265236919746
0.855427557136863	0.519155219080858
0.92615634156391	0.540524128940888
0.735862311441451	0.871702507371083
0.699407696141861	0.888796654995531
0.901989758946002	0.829462109599262
0.758279047324322	0.957138106110506
0.535288409912027	0.652420184575021
0.545594916096888	0.748042448889464
0.605052625527605	0.831826256471686
0.737926103058271	0.526673734770156
0.972301633679308	0.818138819071464
0.780744477058761	0.584792801178992
0.950776177109219	0.563229938270524
0.738079705974087	0.505276291398332
0.719344228506088	0.544242577278055
0.928983745630831	0.599347403389402
0.612121098558418	0.817190276226029
0.84670371725224	0.573484302847646
0.567281779018231	0.772413921076804
0.821589978644624	0.642563669127412
0.78772301657591	0.852264210116118
0.919343928806484	0.907075913622975
0.645635475637391	0.518560157739557
0.61560610763263	0.582218996132724
0.795328423380852	0.554669698700309
0.89710636716336	0.664543866645545
0.924615235999227	0.745256450492889
0.733916952856816	0.755265698069707
0.712779256515205	0.558438908541575
0.658872351283208	0.847656814730726
0.905332517577335	0.52349531208165
0.612310020951554	0.867077146074735
0.801864406326786	0.698705674032681
0.888391834683716	0.760314290062524
0.922568749287166	0.559749546810053
0.849386651883833	0.902306420379318
0.817865515127778	0.87224235618487
