x	y
0.411609687376767	0.42485739919357
0.263226298964582	0.0823783960659057
0.236272278008983	0.46633412654046
0.488342739874497	0.364678649813868
0.434005499235354	0.0327379727968946
0.443511725286953	0.0762286197859794
0.255112151615322	0.291956688393839
0.0110628583934158	0.128898260532878
0.393479730002582	0.217801852151752
0.115445907460526	0.418622013414279
0.25092667050194	0.211961092543788
0.194698317325674	0.0493498221039772
0.30629265436437	0.0626515951007605
0.1390058536781	0.107075654203072
0.497891960781999	0.44000177399721
0.0660417508333921	0.12987579323817
0.0893007892882451	0.271262525930069
0.110078065190464	0.00277840055059642
0.273128969478421	0.136910276138224
0.37554067815654	0.0735122773330659
0.170017368625849	0.067841166513972
0.0440190476365387	0.145198893966153
0.170531633659266	0.483297736849636
0.353430443094112	0.354807269992307
0.160390240489505	0.157406659913249
0.010661642299965	0.0220158038428053
0.382633821573108	0.494219984160736
0.174674928071909	0.104055758449249
0.0323925038101152	0.461995100718923
0.394826144212857	0.10150697932113
0.228529452346265	0.219544072984718
0.0384048086125404	0.252351539558731
0.436905048321933	0.0991937597282231
0.0734571953071281	0.179865302634425
0.21120329212863	0.202968169935048
0.425325542222708	0.421236804453656
0.393698305590078	0.40464417822659
0.0400370876304805	0.462953733163886
0.293559740995988	0.0191072318702936
0.376265207305551	0.114672467694618
0.454855723655783	0.207054773927666
0.398237000685185	0.241301696863957
0.317404659232125	0.0193500979803503
0.120578922680579	0.495395662495866
0.409768170909956	0.151042411103845
0.144099694327451	0.0129716153023764
0.312775883823633	0.421915564336814
0.0277504704426974	0.337503765709698
0.0562947706785053	0.426867254078388
0.263284030370414	0.0774164256872609
